t,x,y,m,id
0,547.401127165291,528.538445038044,0,66
0,90.252168060972,122.068033289739,0,67
0,229.076098319166,31.6456591879964,0,68
0,727.356830543566,782.642220233709,0,69
0,286.311030129787,660.686973646053,0,70
0,273.840628254078,622.817931659532,0,71
0,358.04066646237,404.167298919295,0,72
0,371.975423414046,27.2037921551599,0,73
0,421.452546937117,531.679553118017,0,74
0,434.875482197249,395.690097338101,0,75
0,474.196551866481,58.1794654534868,0,76
0,576.939897290402,748.94862733131,0,77
0,306.111707566462,714.794478527607,0,78
0,657.864951143682,696.599826306272,0,79
0,467.653834151371,413.534686310999,0,80
0,458.550116491193,301.523862262331,0,81
0,168.967223360317,700.627760365902,0,82
0,237.634777566941,579.1688101764,0,83
0,784.329838974696,74.8973999655728,0,84
0,19.8092952165806,160.489151546663,0,85
0,364.724754549263,622.964662380007,0,86
0,489.782074538259,345.181789633975,0,87
0,364.019774343597,157.20260600469,0,88
0,99.2131042380412,636.209766366834,0,89
0,542.281653251812,279.906439775043,0,90
0,729.150904717245,582.188631553322,0,91
0,87.5406574854167,520.461653497064,0,92
0,621.994923011286,395.711979254203,0,93
0,569.124536730675,583.709055437316,0,94
0,44.4894986449865,169.543091168091,0,95
0,769.579478529069,296.140576382317,0,96
0,614.238303592432,84.9174068286454,0,97
0,222.751107241869,742.357976810306,0,98
0,482.246969139247,180.982709350052,0,99
0,131.236061834705,638.405322559687,0,100
0,343.216712510187,239.142388043448,0,101
0,773.05647968855,637.815072752926,0,102
0,336.438811930293,51.9231948933696,0,103
0,624.734137122197,160.826525032495,0,104
0,225.937727549029,770.971518379883,0,105
0,487.783654590694,614.17696995977,0,106
0,580.171335291006,21.8018433740067,0,107
0,47.5988145088816,726.089874886072,0,108
0,543.661391702787,64.3004997856727,0,109
0,735.991362025931,145.287328861449,0,110
0,367.056598407281,191.168941979522,0,111
0,475.228530701296,326.947046973784,0,112
0,517.532378176104,554.7958899295,0,113
0,309.061783350015,539.437512670827,0,114
0,656.694841269841,327.433792815372,0,115
0,10.2869301994302,397.373504273504,0,116
0,124.897832396362,183.483814388226,0,117
0,118.127529735487,270.638373572401,0,118
0,157.723205369113,426.483127849175,0,119
0,678.558611008488,98.0039093810021,0,120
0,41.294189856542,783.8407397758,0,121
0,300.887813204631,520.488260368372,0,122
0,142.691334428508,751.958014784861,0,123
0,772.689951745871,666.022099124954,0,124
0,155.576016716408,400.28006785195,0,125
0,241.086657983659,731.358321564197,0,126
0,712.900517016772,232.915331379254,0,127
0,655.053676865271,771.319098180738,0,128
0,266.409593333239,281.692410112412,1,129
0,84.3910937575615,683.073746691534,0,130
0,337.03417715542,83.2780543762508,0,131
0,210.565798261242,153.640025506975,0,132
0,340.222488893234,164.081852250138,0,133
0,626.87751079766,41.4579759171177,0,134
0,126.578206364683,424.89065970235,0,135
0,55.0563315231183,364.036722834086,0,136
0,155.747612989622,170.770332073908,0,137
0,445.15176901645,720.514754525909,0,138
0,799.664334990864,179.57707871681,0,139
0,626.051062958585,235.094936043022,0,140
0,172.153573649426,755.572837732983,0,141
0,521.016382890365,503.781485326689,0,142
0,572.949635829837,540.133780528844,0,143
0,237.254355492774,197.409161669742,0,144
0,199.386831615574,481.12156448203,0,145
0,670.479024916679,55.3122240578492,0,146
0,142.614055073027,487.120402838994,0,147
0,557.218305905989,23.9457903703923,0,148
0,175.558661416079,592.69494151557,0,149
0,794.928846789863,407.22787734094,0,150
0,31.4968040875017,648.983740916212,0,151
0,302.937747204227,226.848288029564,0,152
0,159.175304065794,245.765064288196,0,153
0,751.432735652503,353.723994921116,0,154
0,267.14047952561,205.839545688005,0,155
0,336.850843560634,726.528586225191,0,156
0,699.302961392432,12.5431250125407,0,157
0,634.152924538075,119.070680807453,0,158
0,56.9162252967326,58.3489231062662,0,159
0,188.266923186939,528.24536130425,0,160
0,111.837847573853,685.986380210295,0,161
0,164.62807244682,83.3707665107473,0,162
0,474.591662447991,224.09427845305,0,163
0,634.679837109966,553.148367886414,0,164
0,175.079240275925,306.938451560349,0,165
0,781.400361950293,765.786515020513,0,166
0,415.940639257133,271.923336272117,0,167
0,142.058161924312,705.304526610097,0,168
0,651.611168569992,636.94222078575,0,169
0,277.854497756549,112.854558064361,1,170
0,195.078548968277,85.6985920538918,0,171
0,646.592849594831,291.267059242225,0,172
0,214.512498635334,50.286799926308,0,173
0,748.076588928207,221.13170971237,0,174
0,45.4631226241074,627.636017162522,0,175
0,783.929801919992,271.601682580345,0,176
0,283.503567341018,786.519276141806,0,177
0,449.760719689392,268.014825047311,0,178
0,152.775467925082,330.113867389258,0,179
0,299.928041064813,629.960202807869,0,180
0,97.5262404451287,201.327718805427,0,181
0,664.95328005328,131.344949841825,0,182
0,391.397719651241,383.750503018109,0,183
0,518.535602637245,281.276125958551,0,184
0,260.027273104364,754.723286135011,0,185
0,502.350502289049,242.998251752045,0,186
0,383.914026231523,407.604297188177,0,187
0,785.319575608811,336.08275197554,0,188
0,766.128125070992,479.935482878606,0,189
0,708.546959010233,694.984464688344,0,190
0,270.037842190016,14.4876543209877,0,191
0,651.875727670479,473.186351743551,0,192
0,414.607036949203,696.579288562145,0,193
0,503.756492777075,777.462402038182,0,194
0,81.8276911534951,292.030962380312,0,195
0,394.499379442742,519.638008265945,0,196
0,284.654912762036,81.2958172071333,0,197
0,371.39987538626,57.7865316123166,0,198
0,319.521648173457,360.328897132197,0,199
0,136.182353940545,258.324498913073,0,200
0,496.783462947708,312.747117698078,0,201
0,178.738448771397,231.849713595613,0,202
0,420.084567688051,22.260985340177,0,203
0,627.937856323341,728.973226190845,0,204
0,168.873573077679,658.029532356539,0,205
0,695.488920031608,717.732691997049,0,206
0,303.786307588076,61.9568563685637,0,207
0,492.322562358277,98.9606009070295,0,208
0,551.770521062474,173.930343348737,1,209
0,377.49530872322,695.392804533837,0,210
0,767.987980769231,384.206997863248,0,211
0,493.009896993768,23.0654019121761,0,212
0,681.394446732589,125.552465974122,0,213
0,308.407568033149,386.223276765137,0,214
0,33.3389105616915,510.793750211099,0,215
0,335.488675403006,558.640589225477,0,216
0,592.360790444124,96.7305675805676,0,217
0,666.593948412698,152.320419973545,0,218
0,26.0747428902184,126.425762893894,0,219
0,319.167991695935,552.463859003718,0,220
0,294.580375800472,94.9175429726997,0,221
0,438.85417165191,194.764630028449,0,222
0,37.7971368889494,217.176916876689,1,223
0,708.299866794257,55.2243112836271,0,224
0,399.667446039709,32.3620000384401,0,225
0,310.821934341444,767.95851366767,0,226
0,344.608410163999,137.009539574777,0,227
0,67.1541244320969,243.722244380567,0,228
0,652.427465511597,604.731411631405,0,229
0,201.80639704386,617.937545899362,0,230
0,160.911569798003,472.77963869711,0,231
0,10.2391939563023,677.884981177787,0,232
0,185.440630283178,36.2467537804076,0,233
0,272.587161688037,245.839533858743,0,234
0,337.477178424254,477.541443312719,0,235
0,270.914116656764,150.467988710636,0,236
0,107.177891409972,478.818032611601,0,237
0,803.127602961149,434.434050240917,0,238
0,544.017969914736,237.969839355411,0,239
0,108.662857075125,441.556135172937,0,240
0,702.063627762276,249.509217742711,0,241
0,165.392909912817,507.9618886408,0,242
0,166.023833183521,135.902944426577,0,243
0,238.804770596155,678.406268796576,0,244
0,698.031464538193,264.397828777786,0,245
0,619.518035812773,266.203957019622,0,246
0,84.475698661591,454.022228012931,0,247
0,709.167991766625,132.056788589015,0,248
0,792.186632656382,103.784212474777,0,249
0,614.869180304415,535.651359390432,0,250
0,524.50908888432,350.962094590136,0,251
0,602.967450253368,487.814491822189,0,252
0,732.646462931522,64.328324844369,0,253
0,167.149160038955,113.514568792945,0,254
0,192.952341868172,641.721784863073,0,255
0,621.088157147058,16.1469832271194,0,256
0,626.985824966582,616.149936448819,1,257
0,628.980749491316,486.390905457452,0,258
0,673.083959162134,170.359394874293,0,259
0,147.963535193522,202.28609911086,0,260
0,335.497919478183,384.846841900789,0,261
0,204.187798736349,684.202130410675,0,262
0,473.579491329796,477.740132904433,0,263
0,439.354459623457,780.504832047385,0,264
0,76.612931518827,726.633301357267,0,265
0,770.609401017848,233.930977215695,0,266
0,320.189166034246,689.855297448708,0,267
0,455.767898829022,114.549000966402,0,268
0,601.98903483663,237.85455865827,0,269
0,534.696964290625,150.934762670847,0,270
0,276.639256318659,729.432239063843,0,271
0,571.785717203906,353.89831270172,0,272
0,596.158677612064,625.60798969319,1,273
0,264.112983456293,688.776077762874,0,274
0,467.245612601766,23.5044762641899,0,275
0,77.0560518698297,8.37951066904224,0,276
0,364.660685222905,106.188670616184,0,277
0,543.425263870311,374.154624378632,0,278
0,296.206114701152,195.304805626176,0,279
0,133.902741244646,456.536440989094,0,280
0,407.507883861674,127.857100606002,0,281
0,471.503939269509,200.022629801989,0,282
0,322.628673929108,230.160553185065,1,283
0,376.66767019177,556.452585893697,1,284
0,386.28607520564,286.168618618619,0,285
0,324.261087295786,124.807099161744,1,286
0,429.76076703431,747.205442130327,0,287
0,457.801955010446,511.771017938189,0,288
0,212.433531779297,10.7839781557023,0,289
0,32.8558998675524,52.7026784420852,0,290
0,518.599601275917,311.340667641326,0,291
0,551.18254366623,340.635068885127,0,292
0,733.037553573708,121.745375487103,0,293
0,294.307341464346,20.1267447091126,0,294
0,659.052957337301,229.857136645603,0,295
0,628.905981601224,763.453647467049,0,296
0,50.4723022518332,23.1429478907196,0,297
0,410.365845625336,301.024899194847,1,298
0,683.749502487562,335.149502487562,0,299
0,18.249728902831,770.68503253166,0,300
0,45.0009302206227,149.191098323251,0,301
0,648.471806489088,168.653441208199,0,302
0,670.797037888003,209.975837575648,0,303
0,420.990432226356,419.015718157182,0,304
0,675.949971048415,696.892108550077,0,305
0,12.8672473095713,190.232274068115,0,306
0,262.808148720038,581.047074603072,0,307
0,242.559251981892,397.610584528678,0,308
0,250.296343202372,176.747429547075,0,309
0,625.622284795708,586.032701684161,0,310
0,119.106486331286,122.060114491972,0,311
0,399.28939667927,155.720406159242,0,312
0,19.4861174042478,436.514024622584,1,313
0,789.374358030147,247.564975204988,0,314
0,15.5197471811351,599.611288542203,0,315
0,25.246311557121,748.401717827351,0,316
0,485.746839607344,581.860125080036,0,317
0,197.511225035547,761.30885740748,0,318
0,672.97675328084,658.002325459318,0,319
0,332.678174004443,417.806319153478,0,320
0,366.179944442477,454.401269613813,0,321
0,792.660147057045,487.27360471163,1,322
0,516.001786134972,528.781199032293,0,323
0,594.90861037134,524.613642005958,0,324
0,505.6752133497,59.3695942376294,0,325
0,559.203858568075,709.464371162875,0,326
0,765.765447403326,170.586198347107,0,327
0,67.3955148733556,701.478480864202,0,328
0,281.710507056063,571.82720698953,0,329
0,184.152412856072,158.987687406297,0,330
0,635.31369391557,59.5827213118205,0,331
0,446.957473192702,26.010918519856,0,332
0,722.051668650108,753.721799141362,0,333
0,720.715751027413,383.702575305966,0,334
0,243.744005169333,328.148851086846,1,335
0,527.651542111507,666.740327300999,0,336
0,714.454698293799,545.573006658344,0,337
0,47.6034721414769,284.693176050658,0,338
0,305.779146940745,414.060365409931,0,339
0,269.31383260336,330.372836594596,0,340
0,81.5533557655623,392.528653211499,0,341
0,604.800486555069,318.264352744466,0,342
0,555.353009320051,736.687860006653,0,343
0,750.418331108684,678.713633728377,0,344
0,243.926656631086,364.473778244077,0,345
0,5.96403378341168,143.349621763967,0,346
0,409.974482240862,632.172553588071,0,347
0,604.447710271848,735.636781609195,0,348
0,7.07439087610161,572.740798341109,1,349
0,340.054523539139,112.142406311637,0,350
0,485.542071594714,133.532745871906,1,351
0,597.15012850864,261.805751616741,0,352
0,116.528665139389,530.655271894808,0,353
0,736.116048335384,284.827006639345,0,354
0,496.082481738223,485.857737030411,0,355
0,367.656079857824,716.860336007441,0,356
0,314.509376058668,75.4515642263894,0,357
0,606.793705110091,45.5615414900506,0,358
0,147.03053616808,146.472228784137,0,359
0,101.393566745912,407.497957071195,0,360
0,382.111848653232,138.986716431233,0,361
0,743.517279109227,424.592052689965,0,362
0,27.9090678824721,291.948515483899,0,363
0,610.697984217392,122.57114589128,0,364
0,688.917812142039,545.258304696449,0,365
0,426.550902539846,600.700904055871,0,366
0,389.262030348202,487.203373084126,0,367
0,85.1887037725522,318.281796377193,0,368
0,562.065114083155,798.390755378276,0,369
0,752.678822357957,42.2215401537164,0,370
0,63.4201039451925,270.578041578077,0,371
0,694.678525296176,579.0507177296,0,372
0,445.978473345531,60.921460802772,0,373
0,632.159918442735,139.800062308416,0,374
0,317.888676896127,146.662542149442,1,375
0,16.1758967873203,510.056309970549,0,376
0,458.29592674429,379.757467774612,0,377
0,230.608377257409,706.119265387828,0,378
0,389.863682865656,464.534931231299,0,379
0,725.86098090859,164.254822701367,0,380
0,322.132312084319,582.841007764815,0,381
0,688.616493317162,222.195647579845,0,382
0,19.6901674770394,26.7239330091842,0,383
0,356.258644225892,677.81737764297,0,384
0,504.057584966926,458.252299775926,0,385
0,340.108106458106,608.549983499983,0,386
0,197.156683113502,738.859725237925,0,387
0,48.3437005472794,677.626507509718,0,388
0,761.872852233677,64.4888316151203,0,389
0,471.674723373888,257.583917354111,0,390
0,568.454171555259,267.890762633287,0,391
0,590.427201780542,592.495117062105,0,393
0,528.41771631423,642.668903871693,0,394
0,218.291126320453,447.376648776593,0,395
0,697.036155021524,163.779972663865,0,396
0,350.005271211098,214.427925856622,0,397
0,244.60535368706,53.2432944107392,0,398
0,531.937053475996,208.959495842756,1,399
0,388.138437367762,178.717872223573,0,400
0,515.568100578581,475.907660781895,0,401
0,107.943779406442,296.796733622874,0,402
0,714.993128881988,207.939049560041,0,403
0,703.08521004638,301.202664641562,0,404
0,89.3251206757844,265.417230937696,0,405
0,625.007883232173,349.978551841429,0,406
0,86.2956993867614,781.414345244373,0,407
0,326.69448365644,26.5203980801807,0,408
0,59.0179386823222,303.582844096543,0,409
0,312.094814413357,669.570076427623,0,410
0,346.070603830809,578.533985201921,0,411
0,243.457526951244,631.416079364463,0,412
0,257.986352626513,375.39589283554,0,413
0,652.486995075939,22.9509727448213,0,414
0,453.784066044201,329.403553308632,0,415
0,350.588136569031,11.8768932341391,0,416
0,740.775869626774,250.690846865096,0,417
0,121.902388175943,793.906926814525,0,418
0,285.674748945305,539.110567852955,0,419
0,369.327586585098,585.845792406997,0,420
0,584.201019086467,501.349119764276,0,421
0,26.8803876408535,262.431567824605,0,422
0,427.30524742553,141.491222613864,0,423
0,290.904428575435,285.115803054196,0,424
0,410.974358169812,723.827057210057,0,425
0,183.137119006018,67.1934225670466,0,426
0,583.796511696685,64.623948875679,0,427
0,604.736710716526,69.5109265472002,0,428
0,555.009551826427,45.7630586840655,0,429
0,700.308489753466,746.089923293192,0,430
0,611.323996619279,676.700806171983,1,431
0,365.399803205763,795.26411213037,0,432
0,127.168485058115,345.51001652584,0,433
0,506.775941917869,131.498232568971,0,435
0,320.798229214166,204.815268277854,0,436
0,174.577549528666,182.910240244001,0,437
0,216.878684761658,636.099553732353,0,438
0,185.331368064669,133.308414434642,0,439
0,147.273751727637,227.046036057314,0,440
0,471.824963383703,122.802807844818,0,441
0,663.359438420906,535.608320591233,0,442
0,396.489102385412,547.004791038037,0,443
0,803.076636904762,58.7789606227106,0,444
0,533.502430993972,124.784918874852,0,445
0,232.060765310765,135.455924358702,0,446
0,685.504224662569,184.085943148952,0,447
0,650.026082738349,139.387551284101,0,448
0,702.231285954193,194.247935854834,0,449
0,611.563805924573,654.258524673991,0,450
0,745.162154357086,269.867299421393,0,451
0,451.951296450361,235.859349938541,0,452
0,519.486933401377,38.0929432580783,0,453
0,622.559827683182,643.532917881066,0,454
0,433.613482853637,124.91647973186,0,455
0,739.6589282682,740.584199759034,0,456
0,522.817623437946,435.890361655952,0,457
0,713.50517748265,457.931635343119,0,458
0,23.0172095909232,546.309168771883,0,459
0,729.32546137853,216.171089085441,0,460
0,427.364449490709,160.183488961826,0,461
0,545.102603612883,314.767917663477,0,462
0,720.503834560757,304.622498580058,0,463
0,661.007042566427,183.849817826357,0,464
0,372.052688646845,527.263179930004,0,465
0,404.214299699638,103.265831418416,0,466
0,6.6271790273439,248.988270855027,0,467
0,738.999061531651,713.292814140264,0,468
0,418.877772954696,61.8708397746859,0,469
0,406.845695393471,577.949956742059,0,470
0,657.221679976338,198.89488386252,0,471
0,478.626428000413,455.48344851892,0,472
0,149.078140373963,728.527880395314,0,473
0,764.738685830239,263.022489412042,0,474
0,416.511556393076,481.231841150195,0,475
0,421.015388972679,183.742169095192,1,476
0,782.299754500756,704.775117441633,0,477
0,796.641557781955,582.312331419583,0,478
0,630.954334068571,369.664260229051,0,479
0,666.170290020057,303.4657792595,0,480
0,534.837691749585,29.5128161276949,0,481
0,730.82896078905,360.012959166187,0,482
0,405.970827908299,792.675222650573,0,483
0,176.097998131648,208.973033750775,0,484
0,7.49742909755295,214.101033791057,0,485
0,148.54248834604,367.75655318233,0,486
0,4.39033203757694,705.688929381276,0,487
0,260.771226219502,555.431166135907,0,488
0,365.912879344894,82.9042797266441,0,489
0,454.452089782491,177.686879986923,0,490
0,305.368325338142,261.095266847009,0,491
0,720.358492160043,720.033330376453,0,492
0,206.238190732415,787.414537977746,0,493
0,240.543852220611,6.54542649373091,0,494
0,721.246007456107,262.227890920846,0,495
0,397.141566331369,734.696873094899,0,496
0,432.394990495186,503.673001955504,0,497
0,482.952394862677,249.286335545571,0,498
0,272.108851104402,180.653636315483,1,499
0,408.288407205479,76.9351490063439,0,500
0,557.540706449118,492.366513865698,0,501
0,140.550116983791,122.489766032417,0,502
0,357.909926676123,538.148159561269,0,503
0,411.438183651397,221.946851984644,0,504
0,575.619216689633,41.6420412186008,0,505
0,758.577124594802,700.926273523331,0,506
0,4.32864077129466,471.587408013538,1,507
0,385.501017027287,117.71211929202,0,508
0,207.498387007409,120.957165764036,0,509
0,377.321671651852,729.878292272834,0,510
0,7.80078453622366,344.400010217014,0,511
0,188.065719058221,4.57082203624376,0,512
0,800.120293187436,525.037656318162,0,513
0,310.481609737634,7.31120462445764,0,514
0,457.278127397392,136.460347142309,1,515
0,344.514807351339,508.277106460548,0,517
0,152.537933067853,49.9122197464136,1,518
0,96.6524587743838,380.241282766362,0,519
0,478.835609120308,154.67530914135,1,520
0,5.00842741294323,176.241247946149,0,521
0,801.747635405932,665.906424672698,0,522
0,328.122569769834,527.381157764013,0,523
0,164.473228481315,11.3494968525006,0,524
0,545.516198764347,799.969882710626,0,525
0,5.42054214432687,44.875863462669,0,526
0,692.352060025818,316.683009817046,0,527
0,799.783880239876,744.197103043638,0,528
0,698.312086334739,780.946135651103,0,529
0,758.933968239793,322.822160038104,0,530
0,605.395057598411,380.351956918649,0,531
0,637.48110571139,179.065867128959,0,532
0,441.162297979798,364.325387205387,1,533
0,732.48416025564,5.81378304016241,0,534
0,215.94693877551,717.90679908327,0,535
0,780.821894411008,7.84084610452731,0,536
0,193.198501979324,663.682011682012,0,537
0,37.5064356569391,565.648611104857,0,539
0,581.493441341267,440.003286568504,0,540
0,6.91812100344319,279.842715199213,0,541
0,439.44299652228,803.860974663618,0,542
0,331.023967621577,3.29602226016569,1,543
0,412.573616816032,372.2027088001,1,545
0,93.4616945107398,88.2914263457969,0,546
0,111.074063496597,99.4701615974106,1,547
0,307.421787374419,803.627650679405,0,548
0,569.79688027886,5.07414461454215,0,549
0,697.31684093656,290.940214183321,0,550
0,634.878773394515,451.492905817678,1,551
0,775.117894926918,794.715678344477,0,552
0,247.03583567115,434.760733855956,0,553
0,583.273139846733,160.322167332407,0,554
0,338.700744581971,705.379353564431,0,555
0,678.077852571924,459.216730727514,0,556
0,657.864861794775,500.746472295848,0,557
0,226.170333138438,80.2256591011773,0,558
0,514.847987360591,618.289541397457,0,559
0,375.67537693794,339.424112617341,0,560
0,534.409285352862,745.134024341727,0,561
0,143.477139796086,593.368709828597,0,562
0,37.46652737892,408.665773923746,0,563
0,747.092871616011,606.394858827437,0,564
0,258.91452560797,713.506710668071,0,565
0,731.686999906502,328.315762153936,0,566
0,651.893911487983,718.062984688617,1,567
0,199.909877800761,342.224828011004,0,568
0,558.251313045219,208.395915257411,0,569
0,483.226079502839,438.333696739169,0,570
0,367.760957886452,368.406396048952,0,571
0,578.314300911203,116.194843640729,0,572
0,642.344822907928,666.817760566582,0,573
0,65.3350158815774,420.481957928803,0,574
0,367.434524743358,657.953032525039,0,575
0,45.4727449661627,450.710187022909,1,576
0,554.261799381359,660.346535146654,1,577
0,396.263982351447,357.006276098979,0,578
0,231.956287838219,468.251142894915,0,579
0,337.317130048222,634.814534358047,0,580
0,485.340048932235,520.481413053991,0,581
0,716.29133170494,629.734680805172,0,582
0,773.621540278462,420.089653802768,0,583
0,158.740700599443,626.726082476986,0,584
0,109.340879034025,603.368088161643,0,585
0,249.76597944414,792.631649555213,0,586
0,190.362785981505,402.177286926031,0,587
0,654.666908822665,107.466572992798,0,588
0,630.805641361783,702.43947898459,1,589
0,244.574673233271,258.459877527621,0,590
0,692.861194193536,146.075824343815,0,591
0,641.817709531223,422.024400465297,0,592
0,607.071382191935,423.281377220698,0,593
0,434.543674527227,320.782709614946,0,594
0,34.2324841141531,486.333523134412,0,595
0,361.198200465753,312.442137943685,0,596
0,399.494613105427,605.787206558419,0,597
0,146.701788263933,102.541991433186,0,598
0,496.988327821088,639.663703834948,0,599
0,96.5445581837396,708.304600008235,0,600
0,83.3371115327852,619.678455468209,0,601
0,651.477850538218,382.050320573313,0,602
0,577.902981110077,211.294732434171,0,603
0,697.377500088328,439.218635206854,0,604
0,175.285811001039,777.382595263586,0,605
0,41.4317408028449,327.002019655219,0,606
0,725.060468715222,672.652866843889,0,607
0,425.763995726496,551.814714452215,0,608
0,449.948425191932,537.13542662244,0,609
0,557.767909093131,135.389029629992,0,610
0,555.820199244246,766.692668931384,0,611
0,449.00513788667,603.420703511029,0,612
0,216.879325897983,415.689921086376,0,613
0,668.517667368287,409.278101501152,0,614
0,342.009522337641,783.249846320549,0,615
0,445.403382609393,650.236262239844,0,616
0,134.363049960992,11.9295758653609,0,617
0,781.88489892446,462.644347314133,0,618
0,234.120210422687,164.314240537708,0,619
0,249.490084529523,536.70029131385,0,620
0,589.261475813934,402.882834608532,0,621
0,733.894675545158,479.534963375208,0,622
0,769.759310020581,91.1856947697112,0,623
0,596.672090677506,559.037221454537,0,624
0,597.550459586725,178.919211809596,0,625
0,440.950042815827,213.75227350889,0,626
0,525.793246669062,91.8384364980629,0,627
0,595.795664525891,358.963801970158,0,628
0,231.711615085117,506.851464319209,0,629
0,735.811956088802,547.8034805746,0,630
0,427.48254352391,244.52098877587,0,631
0,293.771493756004,340.716746946617,0,632
0,313.264463322546,497.110981661273,0,633
0,146.519454542262,790.292308097571,0,634
0,504.829036307957,212.842212205078,0,635
0,189.087223358037,263.094792003862,0,636
0,217.673047394511,379.907270986983,0,637
0,286.924638139766,45.6120605632444,0,638
0,486.934624084376,686.427854005452,0,639
0,589.723384892244,674.064946697198,0,640
0,542.329168088668,464.955400354281,0,641
0,399.27032479491,252.552560131704,0,642
0,619.605491532523,512.210901545036,0,643
0,265.244715270908,34.3437740446268,0,644
0,386.657226061681,673.707455336119,0,645
0,750.29122123554,400.495097356634,0,646
0,706.142185210638,416.306026304302,0,647
0,773.167762746096,553.111661005444,0,648
0,565.748291307233,610.598196195532,0,649
0,56.9279982561546,646.55257159565,0,650
0,778.951815377024,131.68657470128,0,651
0,177.893685844244,721.84449021843,0,652
0,662.833639746518,261.026298725223,0,653
0,675.786442424243,759.524236363636,0,654
0,484.762595688819,549.045654985065,1,655
0,143.858197263273,524.295464039409,0,656
0,295.670456676041,435.747858195106,0,657
0,269.735810341457,453.073983719547,0,658
0,690.065491942558,485.069041879068,0,659
0,71.6578414177607,191.748438691838,0,660
0,122.654851524765,505.911180656778,0,661
0,758.547071255727,110.04233429828,0,662
0,737.217379885922,94.2536209608481,0,663
0,25.9399948290528,367.511301120474,0,664
0,292.365479886408,156.374610913866,0,665
0,395.01027219831,434.880383521972,0,666
0,638.224158878467,86.5895390693555,0,667
0,77.0934817907678,351.54755909829,0,668
0,188.992869259943,454.059784491595,0,669
0,54.4209698303309,85.2137321049304,0,670
0,159.524092716963,275.921020730689,0,671
0,50.0264585181899,760.481181603076,0,672
0,540.60454010234,624.622576635019,0,673
0,80.7045819848975,36.2971116504854,0,674
0,463.338284363742,792.763311027899,0,675
0,325.879470099955,448.02279509067,0,676
0,107.766126557657,562.338064813081,0,677
0,296.356009932785,745.589151004055,0,678
0,495.67071988223,274.5930061805,0,679
0,773.200305267869,506.073417721519,0,680
0,363.142932349789,431.16103965702,0,681
0,526.323688675586,584.963739415681,0,682
0,755.389977285109,189.90811968177,0,683
0,460.940563771095,623.506942019222,0,684
0,334.276663804487,260.577664266339,0,685
0,606.95284652951,789.706814214464,0,686
0,650.057982083923,741.993458274399,0,687
0,375.82886374959,769.276018277586,0,688
0,716.266940310316,599.360212771898,0,689
0,789.388222957744,312.982001453514,0,690
0,339.481609108984,189.16365825439,0,691
0,307.433407546893,606.484872238946,0,692
0,669.216288344345,435.210012467692,0,693
0,670.431924638542,27.703775500099,0,694
0,184.790768857,559.348106569739,0,695
0,682.933373885934,611.711986082468,0,696
